dateTime,courseOGTrue,relativeToTN,courseOGMagnetic,relativeToMN,speedOverGroundKnots,SOGKUnits,speedOverGroundKMPH,SOGKMPHUnits,mode,checkSum
2020-08-12 00:00:03.464133,354.5,T,351.1,M,0.0,N,0.0,K,A,22
2020-08-12 00:00:07.458943,354.5,T,351.1,M,0.0,N,0.0,K,A,22
2020-08-12 00:00:10.464728,354.5,T,351.1,M,0.0,N,0.0,K,A,22
2020-08-12 00:00:14.464560,354.5,T,351.1,M,0.0,N,0.0,K,A,22
2020-08-12 00:00:18.459375,354.5,T,351.1,M,0.0,N,0.0,K,A,22
2020-08-12 00:00:21.465170,354.5,T,351.1,M,0.0,N,0.0,K,A,22
2020-08-12 00:00:25.464979,354.5,T,351.1,M,0.0,N,0.0,K,A,22
2020-08-12 00:00:29.466044,354.5,T,351.1,M,0.0,N,0.0,K,A,22
2020-08-12 00:00:33.465834,354.5,T,351.1,M,0.0,N,0.0,K,A,22
2020-08-12 00:00:37.466924,354.5,T,351.1,M,0.0,N,0.0,K,A,22
2020-08-12 00:00:41.466739,354.5,T,351.1,M,0.0,N,0.0,K,A,22
2020-08-12 00:00:45.466549,354.5,T,351.1,M,0.0,N,0.0,K,A,22
2020-08-12 00:00:49.466358,354.5,T,351.1,M,0.0,N,0.0,K,A,22
2020-08-12 00:00:53.467401,354.5,T,351.1,M,0.0,N,0.0,K,A,22
2020-08-12 00:00:57.467222,354.5,T,351.1,M,0.0,N,0.0,K,A,22
2020-08-12 00:01:01.468274,354.5,T,351.1,M,0.0,N,0.0,K,A,22
2020-08-12 00:01:05.468101,354.5,T,351.1,M,0.0,N,0.0,K,A,22
2020-08-12 00:01:09.467926,354.5,T,351.1,M,0.0,N,0.0,K,A,22
2020-08-12 00:01:13.468996,354.5,T,351.1,M,0.0,N,0.0,K,A,22
2020-08-12 00:01:17.468793,354.5,T,351.1,M,0.0,N,0.0,K,A,22
2020-08-12 00:01:21.468615,354.5,T,351.1,M,0.0,N,0.0,K,A,22
2020-08-12 00:01:25.469805,354.5,T,351.1,M,0.0,N,0.0,K,A,22
2020-08-12 00:01:29.464566,354.5,T,351.1,M,0.0,N,0.0,K,A,22
2020-08-12 00:01:32.469174,354.5,T,351.1,M,0.0,N,0.0,K,A,22
2020-08-12 00:01:36.470241,350.2,T,346.8,M,1.0,N,1.8,K,A,26
2020-08-12 00:01:40.470282,353.0,T,349.6,M,0.9,N,1.6,K,A,20
2020-08-12 00:01:44.465077,351.6,T,348.2,M,0.0,N,0.0,K,A,2F
2020-08-12 00:01:47.470907,351.6,T,348.2,M,0.0,N,0.0,K,A,2F
2020-08-12 00:01:51.470349,351.6,T,348.2,M,0.0,N,0.0,K,A,2F
2020-08-12 00:01:55.471413,351.6,T,348.2,M,0.0,N,0.0,K,A,2F
2020-08-12 00:01:59.471587,351.6,T,348.2,M,0.0,N,0.0,K,A,2F
2020-08-12 00:02:03.471382,351.6,T,348.2,M,0.0,N,0.0,K,A,2F
2020-08-12 00:02:07.471345,351.6,T,348.2,M,0.0,N,0.0,K,A,2F
2020-08-12 00:02:11.467380,351.6,T,348.2,M,0.0,N,0.0,K,A,2F
2020-08-12 00:02:14.472334,351.6,T,348.2,M,0.0,N,0.0,K,A,2F
2020-08-12 00:02:18.472134,351.6,T,348.2,M,0.0,N,0.0,K,A,2F
2020-08-12 00:02:22.472816,351.6,T,348.2,M,0.0,N,0.0,K,A,2F
2020-08-12 00:02:26.472748,351.6,T,348.2,M,0.0,N,0.0,K,A,2F
2020-08-12 00:02:30.467557,351.6,T,348.2,M,0.0,N,0.0,K,A,2F
2020-08-12 00:02:33.473331,351.6,T,348.2,M,0.0,N,0.0,K,A,2F
2020-08-12 00:02:36.474166,351.6,T,348.2,M,0.0,N,0.0,K,A,2F
2020-08-12 00:02:40.474124,351.6,T,348.2,M,0.0,N,0.0,K,A,2F
2020-08-12 00:02:44.473931,351.6,T,348.2,M,0.0,N,0.0,K,A,2F
2020-08-12 00:02:47.474972,351.6,T,348.2,M,0.0,N,0.0,K,A,2F
2020-08-12 00:02:51.474778,351.6,T,348.2,M,0.0,N,0.0,K,A,2F
2020-08-12 00:02:55.474588,189.3,T,185.9,M,0.0,N,0.0,K,A,25
2020-08-12 00:02:59.474794,185.1,T,181.7,M,1.2,N,2.2,K,A,22
2020-08-12 00:03:03.475850,166.5,T,163.1,M,1.2,N,2.2,K,A,21
2020-08-12 00:03:07.475640,154.7,T,151.3,M,1.0,N,1.8,K,A,2A
2020-08-12 00:03:11.475457,179.4,T,176.0,M,1.0,N,1.8,K,A,20
2020-08-12 00:03:15.476547,172.0,T,168.6,M,1.0,N,1.8,K,A,26
2020-08-12 00:03:19.476328,174.2,T,170.8,M,0.0,N,0.0,K,A,2D
2020-08-12 00:03:23.476151,167.5,T,164.1,M,0.0,N,0.0,K,A,24
2020-08-12 00:03:27.477250,165.0,T,161.6,M,0.0,N,0.0,K,A,21
2020-08-12 00:03:31.477045,166.8,T,163.4,M,1.0,N,1.8,K,A,22
2020-08-12 00:03:35.478096,167.2,T,163.8,M,1.3,N,2.5,K,A,28
2020-08-12 00:03:39.477914,179.4,T,176.0,M,2.2,N,4.0,K,A,2C
2020-08-12 00:03:43.478467,184.0,T,180.6,M,1.3,N,2.5,K,A,24
2020-08-12 00:03:47.478272,180.1,T,176.7,M,0.0,N,0.0,K,A,2C
2020-08-12 00:03:51.478097,169.4,T,166.0,M,0.0,N,0.0,K,A,28
2020-08-12 00:03:55.479146,181.1,T,177.7,M,0.0,N,0.0,K,A,2C
2020-08-12 00:03:59.478086,155.9,T,152.5,M,1.0,N,1.8,K,A,20
2020-08-12 00:04:02.479010,153.7,T,150.3,M,1.2,N,2.2,K,A,27
2020-08-12 00:04:06.478854,164.7,T,161.3,M,0.0,N,0.0,K,A,22
2020-08-12 00:04:10.480056,164.7,T,161.3,M,0.0,N,0.0,K,A,22
2020-08-12 00:04:14.480321,164.7,T,161.3,M,0.0,N,0.0,K,A,22
2020-08-12 00:04:18.479278,164.7,T,161.3,M,0.0,N,0.0,K,A,22
2020-08-12 00:04:22.480339,164.7,T,161.3,M,0.0,N,0.0,K,A,22
2020-08-12 00:04:26.480169,113.8,T,110.4,M,0.0,N,0.0,K,A,2C
2020-08-12 00:04:30.481205,113.8,T,110.4,M,0.0,N,0.0,K,A,2C
2020-08-12 00:04:34.481041,113.8,T,110.4,M,0.0,N,0.0,K,A,2C
2020-08-12 00:04:38.471602,70.3,T,66.9,M,0.0,N,0.0,K,A,2E
2020-08-12 00:04:41.477403,70.3,T,66.9,M,0.0,N,0.0,K,A,2E
2020-08-12 00:04:45.477324,70.3,T,66.9,M,0.0,N,0.0,K,A,2E
2020-08-12 00:04:49.478368,70.3,T,66.9,M,0.0,N,0.0,K,A,2E
2020-08-12 00:04:53.478169,70.3,T,66.9,M,0.0,N,0.0,K,A,2E
2020-08-12 00:04:57.477997,70.3,T,66.9,M,0.0,N,0.0,K,A,2E
2020-08-12 00:05:01.479178,70.3,T,66.9,M,0.0,N,0.0,K,A,2E
2020-08-12 00:05:05.478885,70.3,T,66.9,M,0.0,N,0.0,K,A,2E
2020-08-12 00:05:09.478714,70.3,T,66.9,M,0.0,N,0.0,K,A,2E
2020-08-12 00:05:13.479756,70.3,T,66.9,M,0.0,N,0.0,K,A,2E
2020-08-12 00:05:17.478840,70.3,T,66.9,M,0.0,N,0.0,K,A,2E
2020-08-12 00:05:21.479928,70.3,T,66.9,M,0.0,N,0.0,K,A,2E
2020-08-12 00:05:25.481024,70.3,T,66.9,M,0.0,N,0.0,K,A,2E
2020-08-12 00:05:29.479777,70.3,T,66.9,M,0.0,N,0.0,K,A,2E
2020-08-12 00:05:33.480842,70.3,T,66.9,M,0.0,N,0.0,K,A,2E
2020-08-12 00:05:37.480615,70.3,T,66.9,M,0.0,N,0.0,K,A,2E
2020-08-12 00:05:40.481590,70.3,T,66.9,M,0.0,N,0.0,K,A,2E
2020-08-12 00:05:44.481382,70.3,T,66.9,M,0.0,N,0.0,K,A,2E
2020-08-12 00:05:48.481551,70.3,T,66.9,M,0.0,N,0.0,K,A,2E
2020-08-12 00:05:52.481886,70.3,T,66.9,M,0.0,N,0.0,K,A,2E
2020-08-12 00:05:56.481678,70.3,T,66.9,M,0.0,N,0.0,K,A,2E
2020-08-12 00:06:00.482862,70.3,T,66.9,M,0.0,N,0.0,K,A,2E
2020-08-12 00:06:04.483050,70.3,T,66.9,M,0.0,N,0.0,K,A,2E
2020-08-12 00:06:08.483518,70.3,T,66.9,M,0.0,N,0.0,K,A,2E
2020-08-12 00:06:12.482800,70.3,T,66.9,M,0.0,N,0.0,K,A,2E
2020-08-12 00:06:16.483011,70.3,T,66.9,M,0.0,N,0.0,K,A,2E
2020-08-12 00:06:20.484051,70.3,T,66.9,M,0.0,N,0.0,K,A,2E
2020-08-12 00:06:24.484007,70.3,T,66.9,M,0.0,N,0.0,K,A,2E
2020-08-12 00:06:28.483567,70.3,T,66.9,M,0.0,N,0.0,K,A,2E
2020-08-12 00:06:32.484609,70.3,T,66.9,M,0.0,N,0.0,K,A,2E
2020-08-12 00:06:36.484852,70.3,T,66.9,M,0.0,N,0.0,K,A,2E
2020-08-12 00:06:40.484759,70.3,T,66.9,M,0.0,N,0.0,K,A,2E
2020-08-12 00:06:44.484945,70.3,T,66.9,M,0.0,N,0.0,K,A,2E
2020-08-12 00:06:47.486263,70.3,T,66.9,M,0.0,N,0.0,K,A,2E
2020-08-12 00:06:51.484824,70.3,T,66.9,M,0.0,N,0.0,K,A,2E
2020-08-12 00:06:55.485993,70.3,T,66.9,M,0.0,N,0.0,K,A,2E
2020-08-12 00:06:59.486327,70.3,T,66.9,M,0.0,N,0.0,K,A,2E
2020-08-12 00:07:03.486509,70.3,T,66.9,M,0.0,N,0.0,K,A,2E
2020-08-12 00:07:07.486665,70.3,T,66.9,M,0.0,N,0.0,K,A,2E
2020-08-12 00:07:11.486765,70.3,T,66.9,M,0.0,N,0.0,K,A,2E
2020-08-12 00:07:15.486558,70.3,T,66.9,M,0.0,N,0.0,K,A,2E
2020-08-12 00:07:19.486611,70.3,T,66.9,M,0.0,N,0.0,K,A,2E
2020-08-12 00:07:22.487897,70.3,T,66.9,M,0.0,N,0.0,K,A,2E
2020-08-12 00:07:26.487287,70.3,T,66.9,M,0.0,N,0.0,K,A,2E
2020-08-12 00:07:30.488316,70.3,T,66.9,M,0.0,N,0.0,K,A,2E
2020-08-12 00:07:34.488495,70.3,T,66.9,M,0.0,N,0.0,K,A,2E
2020-08-12 00:07:38.489163,70.3,T,66.9,M,0.0,N,0.0,K,A,2E
2020-08-12 00:07:42.489214,70.3,T,66.9,M,0.0,N,0.0,K,A,2E
2020-08-12 00:07:46.489292,70.3,T,66.9,M,0.0,N,0.0,K,A,2E
2020-08-12 00:07:50.489102,70.3,T,66.9,M,0.0,N,0.0,K,A,2E
2020-08-12 00:07:54.489823,70.3,T,66.9,M,0.0,N,0.0,K,A,2E
2020-08-12 00:07:58.490074,70.3,T,66.9,M,0.0,N,0.0,K,A,2E
2020-08-12 00:08:02.490346,70.3,T,66.9,M,0.0,N,0.0,K,A,2E
2020-08-12 00:08:06.490158,15.8,T,12.4,M,0.9,N,1.6,K,A,26
2020-08-12 00:08:10.487842,11.6,T,8.2,M,0.8,N,1.4,K,A,12
2020-08-12 00:08:14.489124,11.6,T,8.2,M,0.0,N,0.0,K,A,1F
2020-08-12 00:08:18.489717,11.1,T,7.7,M,0.0,N,0.0,K,A,12
2020-08-12 00:08:22.489138,11.1,T,7.7,M,0.0,N,0.0,K,A,12
2020-08-12 00:08:26.489325,11.1,T,7.7,M,0.0,N,0.0,K,A,12
2020-08-12 00:08:30.489798,11.1,T,7.7,M,0.0,N,0.0,K,A,12
2020-08-12 00:08:34.490050,11.1,T,7.7,M,0.0,N,0.0,K,A,12
2020-08-12 00:08:38.490056,11.1,T,7.7,M,0.0,N,0.0,K,A,12
2020-08-12 00:08:42.490059,11.1,T,7.7,M,0.0,N,0.0,K,A,12
2020-08-12 00:08:45.491046,11.1,T,7.7,M,0.0,N,0.0,K,A,12
2020-08-12 00:08:49.491254,11.1,T,7.7,M,0.0,N,0.0,K,A,12
2020-08-12 00:08:53.491309,11.1,T,7.7,M,0.0,N,0.0,K,A,12
2020-08-12 00:08:57.491389,11.1,T,7.7,M,0.0,N,0.0,K,A,12
2020-08-12 00:09:01.491302,11.1,T,7.7,M,0.0,N,0.0,K,A,12
2020-08-12 00:09:04.492268,11.1,T,7.7,M,0.0,N,0.0,K,A,12
2020-08-12 00:09:08.492310,11.1,T,7.7,M,0.0,N,0.0,K,A,12
2020-08-12 00:09:12.492235,11.1,T,7.7,M,0.0,N,0.0,K,A,12
2020-08-12 00:09:16.492304,11.1,T,7.7,M,0.0,N,0.0,K,A,12
2020-08-12 00:09:20.492232,11.1,T,7.7,M,0.0,N,0.0,K,A,12
2020-08-12 00:09:24.493289,11.1,T,7.7,M,0.0,N,0.0,K,A,12
2020-08-12 00:09:28.493148,11.1,T,7.7,M,0.0,N,0.0,K,A,12
2020-08-12 00:09:32.493056,11.1,T,7.7,M,0.0,N,0.0,K,A,12
2020-08-12 00:09:35.494100,11.1,T,7.7,M,0.0,N,0.0,K,A,12
2020-08-12 00:09:39.493580,11.1,T,7.7,M,0.0,N,0.0,K,A,12
2020-08-12 00:09:42.494745,11.1,T,7.7,M,0.0,N,0.0,K,A,12
2020-08-12 00:09:46.494536,11.1,T,7.7,M,0.0,N,0.0,K,A,12
2020-08-12 00:09:50.494754,11.1,T,7.7,M,0.0,N,0.0,K,A,12
2020-08-12 00:09:54.494818,11.1,T,7.7,M,0.0,N,0.0,K,A,12
2020-08-12 00:09:58.495366,11.1,T,7.7,M,0.0,N,0.0,K,A,12
2020-08-12 00:10:02.495070,11.1,T,7.7,M,0.0,N,0.0,K,A,12
2020-08-12 00:10:06.495018,11.1,T,7.7,M,0.0,N,0.0,K,A,12
2020-08-12 00:10:09.496080,11.1,T,7.7,M,0.0,N,0.0,K,A,12
2020-08-12 00:10:13.496655,11.1,T,7.7,M,0.0,N,0.0,K,A,12
2020-08-12 00:10:17.496681,11.1,T,7.7,M,0.0,N,0.0,K,A,12
2020-08-12 00:10:21.496739,11.1,T,7.7,M,0.0,N,0.0,K,A,12
2020-08-12 00:10:25.497195,11.1,T,7.7,M,0.0,N,0.0,K,A,12
2020-08-12 00:10:29.497029,11.1,T,7.7,M,0.0,N,0.0,K,A,12
2020-08-12 00:10:33.496823,11.1,T,7.7,M,0.0,N,0.0,K,A,12
2020-08-12 00:10:36.497769,11.1,T,7.7,M,0.0,N,0.0,K,A,12
2020-08-12 00:10:40.497938,11.1,T,7.7,M,0.0,N,0.0,K,A,12
2020-08-12 00:10:44.498508,11.1,T,7.7,M,0.0,N,0.0,K,A,12
2020-08-12 00:10:48.498319,11.1,T,7.7,M,0.0,N,0.0,K,A,12
2020-08-12 00:10:52.498783,11.1,T,7.7,M,0.0,N,0.0,K,A,12
2020-08-12 00:10:56.499092,11.1,T,7.7,M,0.0,N,0.0,K,A,12
2020-08-12 00:11:00.499263,11.1,T,7.7,M,0.0,N,0.0,K,A,12
2020-08-12 00:11:04.499736,11.1,T,7.7,M,0.0,N,0.0,K,A,12
2020-08-12 00:11:08.499503,11.1,T,7.7,M,0.0,N,0.0,K,A,12
2020-08-12 00:11:12.499751,11.1,T,7.7,M,0.0,N,0.0,K,A,12
2020-08-12 00:11:16.497546,3.4,T,0.0,M,0.8,N,1.4,K,A,29
2020-08-12 00:11:19.502472,1.8,T,358.4,M,0.9,N,1.6,K,A,2E
2020-08-12 00:11:23.502540,1.5,T,358.1,M,0.0,N,0.0,K,A,28
2020-08-12 00:11:27.502818,1.5,T,358.1,M,0.0,N,0.0,K,A,28
2020-08-12 00:11:31.503544,1.5,T,358.1,M,0.0,N,0.0,K,A,28
2020-08-12 00:11:35.504098,1.5,T,358.1,M,0.0,N,0.0,K,A,28
2020-08-12 00:11:39.504163,1.5,T,358.1,M,0.0,N,0.0,K,A,28
2020-08-12 00:11:43.503501,1.5,T,358.1,M,0.0,N,0.0,K,A,28
2020-08-12 00:11:47.504813,1.5,T,358.1,M,0.0,N,0.0,K,A,28
2020-08-12 00:11:51.504112,1.5,T,358.1,M,0.0,N,0.0,K,A,28
2020-08-12 00:11:55.505308,1.5,T,358.1,M,0.0,N,0.0,K,A,28
2020-08-12 00:11:59.505031,1.5,T,358.1,M,0.0,N,0.0,K,A,28
2020-08-12 00:12:03.505446,1.5,T,358.1,M,0.0,N,0.0,K,A,28
2020-08-12 00:12:07.505042,1.5,T,358.1,M,0.0,N,0.0,K,A,28
2020-08-12 00:12:10.506321,1.5,T,358.1,M,0.0,N,0.0,K,A,28
2020-08-12 00:12:14.506010,1.5,T,358.1,M,0.0,N,0.0,K,A,28
2020-08-12 00:12:18.506564,1.5,T,358.1,M,0.0,N,0.0,K,A,28
2020-08-12 00:12:22.507287,1.5,T,358.1,M,0.0,N,0.0,K,A,28
2020-08-12 00:12:26.506232,1.5,T,358.1,M,0.0,N,0.0,K,A,28
2020-08-12 00:12:30.507278,1.5,T,358.1,M,0.0,N,0.0,K,A,28
2020-08-12 00:12:34.507266,1.5,T,358.1,M,0.0,N,0.0,K,A,28
2020-08-12 00:12:38.507544,1.5,T,358.1,M,0.0,N,0.0,K,A,28
2020-08-12 00:12:42.507254,1.5,T,358.1,M,0.0,N,0.0,K,A,28
2020-08-12 00:12:46.507911,1.5,T,358.1,M,0.0,N,0.0,K,A,28
2020-08-12 00:12:50.508752,1.5,T,358.1,M,0.0,N,0.0,K,A,28
2020-08-12 00:12:54.509170,1.5,T,358.1,M,0.0,N,0.0,K,A,28
2020-08-12 00:12:58.508760,1.5,T,358.1,M,0.0,N,0.0,K,A,28
2020-08-12 00:13:02.509070,1.5,T,358.1,M,0.0,N,0.0,K,A,28
2020-08-12 00:13:06.509768,1.5,T,358.1,M,0.0,N,0.0,K,A,28
2020-08-12 00:13:10.509050,1.5,T,358.1,M,0.0,N,0.0,K,A,28
2020-08-12 00:13:14.509800,1.5,T,358.1,M,0.0,N,0.0,K,A,28
2020-08-12 00:13:18.510100,1.5,T,358.1,M,0.0,N,0.0,K,A,28
2020-08-12 00:13:22.510290,1.5,T,358.1,M,0.0,N,0.0,K,A,28
2020-08-12 00:13:26.505308,1.5,T,358.1,M,0.0,N,0.0,K,A,28
2020-08-12 00:13:30.510043,1.5,T,358.1,M,0.0,N,0.0,K,A,28
2020-08-12 00:13:33.511558,1.5,T,358.1,M,0.0,N,0.0,K,A,28
2020-08-12 00:13:37.505378,1.5,T,358.1,M,0.0,N,0.0,K,A,28
2020-08-12 00:13:40.512218,1.5,T,358.1,M,0.0,N,0.0,K,A,28
2020-08-12 00:13:44.506624,1.5,T,358.1,M,0.0,N,0.0,K,A,28
2020-08-12 00:13:47.512327,1.5,T,358.1,M,0.0,N,0.0,K,A,28
2020-08-12 00:13:51.512275,1.5,T,358.1,M,0.0,N,0.0,K,A,28
2020-08-12 00:13:55.507333,1.5,T,358.1,M,0.0,N,0.0,K,A,28
2020-08-12 00:13:58.512854,1.5,T,358.1,M,0.0,N,0.0,K,A,28
2020-08-12 00:14:02.512573,1.5,T,358.1,M,0.0,N,0.0,K,A,28
2020-08-12 00:14:06.512881,1.5,T,358.1,M,0.0,N,0.0,K,A,28
2020-08-12 00:14:10.512818,1.5,T,358.1,M,0.0,N,0.0,K,A,28
2020-08-12 00:14:14.514127,1.5,T,358.1,M,0.0,N,0.0,K,A,28
2020-08-12 00:14:18.514078,1.5,T,358.1,M,0.0,N,0.0,K,A,28
2020-08-12 00:14:22.513777,1.5,T,358.1,M,0.0,N,0.0,K,A,28
2020-08-12 00:14:26.514729,1.5,T,358.1,M,0.0,N,0.0,K,A,28
2020-08-12 00:14:30.514790,1.5,T,358.1,M,0.0,N,0.0,K,A,28
2020-08-12 00:14:34.515341,1.5,T,358.1,M,0.0,N,0.0,K,A,28
2020-08-12 00:14:38.515406,1.5,T,358.1,M,0.0,N,0.0,K,A,28
2020-08-12 00:14:42.516230,1.5,T,358.1,M,0.0,N,0.0,K,A,28
2020-08-12 00:14:46.516059,1.5,T,358.1,M,0.0,N,0.0,K,A,28
2020-08-12 00:14:50.516008,1.5,T,358.1,M,0.0,N,0.0,K,A,28
2020-08-12 00:14:54.516070,1.5,T,358.1,M,0.0,N,0.0,K,A,28
2020-08-12 00:14:58.516021,1.5,T,358.1,M,0.0,N,0.0,K,A,28
2020-08-12 00:15:02.516063,1.5,T,358.1,M,0.0,N,0.0,K,A,28
2020-08-12 00:15:06.517268,1.5,T,358.1,M,0.0,N,0.0,K,A,28
2020-08-12 00:15:10.517197,1.5,T,358.1,M,0.0,N,0.0,K,A,28
2020-08-12 00:15:14.517894,1.5,T,358.1,M,0.0,N,0.0,K,A,28
2020-08-12 00:15:18.519068,1.5,T,358.1,M,0.0,N,0.0,K,A,28
2020-08-12 00:15:22.517884,1.5,T,358.1,M,0.0,N,0.0,K,A,28
2020-08-12 00:15:26.517821,1.5,T,358.1,M,0.0,N,0.0,K,A,28
2020-08-12 00:15:30.517892,1.5,T,358.1,M,0.0,N,0.0,K,A,28
2020-08-12 00:15:34.519083,1.5,T,358.1,M,0.0,N,0.0,K,A,28
2020-08-12 00:15:38.519150,1.5,T,358.1,M,0.0,N,0.0,K,A,28
2020-08-12 00:15:42.519082,1.5,T,358.1,M,0.0,N,0.0,K,A,28
2020-08-12 00:15:46.519038,1.5,T,358.1,M,0.0,N,0.0,K,A,28
2020-08-12 00:15:50.520354,1.5,T,358.1,M,0.0,N,0.0,K,A,28
2020-08-12 00:15:54.520300,1.5,T,358.1,M,0.0,N,0.0,K,A,28
2020-08-12 00:15:58.520363,1.5,T,358.1,M,0.0,N,0.0,K,A,28
2020-08-12 00:16:02.520292,1.5,T,358.1,M,0.0,N,0.0,K,A,28
2020-08-12 00:16:06.520365,1.5,T,358.1,M,0.0,N,0.0,K,A,28
2020-08-12 00:16:10.521550,1.5,T,358.1,M,0.0,N,0.0,K,A,28
2020-08-12 00:16:14.521619,1.5,T,358.1,M,0.0,N,0.0,K,A,28
2020-08-12 00:16:18.521589,1.5,T,358.1,M,0.0,N,0.0,K,A,28
2020-08-12 00:16:22.521638,1.5,T,358.1,M,0.0,N,0.0,K,A,28
2020-08-12 00:16:26.521580,1.5,T,358.1,M,0.0,N,0.0,K,A,28
2020-08-12 00:16:30.521645,1.5,T,358.1,M,0.0,N,0.0,K,A,28
2020-08-12 00:16:33.525992,351.5,T,348.1,M,0.0,N,0.0,K,A,2F
2020-08-12 00:16:37.527279,357.8,T,354.4,M,1.0,N,1.8,K,A,24
2020-08-12 00:16:41.523482,1.8,T,358.4,M,0.9,N,1.6,K,A,2E
2020-08-12 00:16:45.518555,5.7,T,2.3,M,1.1,N,2.0,K,A,22
2020-08-12 00:16:49.519927,9.9,T,6.5,M,0.8,N,1.4,K,A,2D
2020-08-12 00:16:52.521639,10.5,T,7.1,M,0.0,N,0.0,K,A,11
2020-08-12 00:16:55.523589,0.1,T,356.7,M,0.9,N,1.6,K,A,2B
2020-08-12 00:16:59.519789,3.9,T,0.5,M,0.0,N,0.0,K,A,2C
2020-08-12 00:17:02.524049,2.9,T,359.5,M,0.0,N,0.0,K,A,22
2020-08-12 00:17:06.524126,2.9,T,359.5,M,0.0,N,0.0,K,A,22
2020-08-12 00:17:10.525330,2.9,T,359.5,M,0.0,N,0.0,K,A,22
2020-08-12 00:17:14.525386,2.9,T,359.5,M,0.0,N,0.0,K,A,22
2020-08-12 00:17:18.525317,2.9,T,359.5,M,0.0,N,0.0,K,A,22
2020-08-12 00:17:22.525263,2.9,T,359.5,M,0.0,N,0.0,K,A,22
2020-08-12 00:17:26.526592,2.9,T,359.5,M,0.0,N,0.0,K,A,22
2020-08-12 00:17:30.526530,2.9,T,359.5,M,0.0,N,0.0,K,A,22
2020-08-12 00:17:34.526586,2.9,T,359.5,M,0.0,N,0.0,K,A,22
2020-08-12 00:17:38.526535,2.9,T,359.5,M,0.0,N,0.0,K,A,22
2020-08-12 00:17:42.526594,2.9,T,359.5,M,0.0,N,0.0,K,A,22
2020-08-12 00:17:46.527799,2.9,T,359.5,M,0.0,N,0.0,K,A,22
2020-08-12 00:17:50.527858,2.9,T,359.5,M,0.0,N,0.0,K,A,22
2020-08-12 00:17:54.527804,2.9,T,359.5,M,0.0,N,0.0,K,A,22
2020-08-12 00:17:58.527870,2.9,T,359.5,M,0.0,N,0.0,K,A,22
2020-08-12 00:18:02.527819,2.9,T,359.5,M,0.0,N,0.0,K,A,22
2020-08-12 00:18:06.527892,2.9,T,359.5,M,0.0,N,0.0,K,A,22
2020-08-12 00:18:10.529073,2.9,T,359.5,M,0.0,N,0.0,K,A,22
2020-08-12 00:18:14.529139,2.9,T,359.5,M,0.0,N,0.0,K,A,22
2020-08-12 00:18:18.529085,2.9,T,359.5,M,0.0,N,0.0,K,A,22
2020-08-12 00:18:22.529130,2.9,T,359.5,M,0.0,N,0.0,K,A,22
2020-08-12 00:18:26.529102,2.9,T,359.5,M,0.0,N,0.0,K,A,22
2020-08-12 00:18:30.529171,2.9,T,359.5,M,0.0,N,0.0,K,A,22
2020-08-12 00:18:34.530370,2.9,T,359.5,M,0.0,N,0.0,K,A,22
2020-08-12 00:18:38.530310,2.9,T,359.5,M,0.0,N,0.0,K,A,22
2020-08-12 00:18:42.530376,2.9,T,359.5,M,0.0,N,0.0,K,A,22
2020-08-12 00:18:46.530300,2.9,T,359.5,M,0.0,N,0.0,K,A,22
2020-08-12 00:18:50.530369,2.9,T,359.5,M,0.0,N,0.0,K,A,22
2020-08-12 00:18:54.531576,2.9,T,359.5,M,0.0,N,0.0,K,A,22
2020-08-12 00:18:58.531642,2.9,T,359.5,M,0.0,N,0.0,K,A,22
2020-08-12 00:19:02.531569,2.9,T,359.5,M,0.0,N,0.0,K,A,22
2020-08-12 00:19:06.531625,2.9,T,359.5,M,0.0,N,0.0,K,A,22
2020-08-12 00:19:10.531576,2.9,T,359.5,M,0.0,N,0.0,K,A,22
2020-08-12 00:19:14.532908,2.9,T,359.5,M,0.0,N,0.0,K,A,22
2020-08-12 00:19:18.532839,2.9,T,359.5,M,0.0,N,0.0,K,A,22
2020-08-12 00:19:22.532895,2.9,T,359.5,M,0.0,N,0.0,K,A,22
2020-08-12 00:19:26.532832,2.9,T,359.5,M,0.0,N,0.0,K,A,22
2020-08-12 00:19:30.534153,2.9,T,359.5,M,0.0,N,0.0,K,A,22
2020-08-12 00:19:34.534106,2.9,T,359.5,M,0.0,N,0.0,K,A,22
2020-08-12 00:19:37.536059,2.9,T,359.5,M,0.0,N,0.0,K,A,22
2020-08-12 00:19:41.534748,2.9,T,359.5,M,0.0,N,0.0,K,A,22
2020-08-12 00:19:45.534816,2.9,T,359.5,M,0.0,N,0.0,K,A,22
2020-08-12 00:19:49.534759,2.9,T,359.5,M,0.0,N,0.0,K,A,22
2020-08-12 00:19:53.534814,2.9,T,359.5,M,0.0,N,0.0,K,A,22
2020-08-12 00:19:57.536015,2.9,T,359.5,M,0.0,N,0.0,K,A,22
2020-08-12 00:20:01.536089,2.9,T,359.5,M,0.0,N,0.0,K,A,22
2020-08-12 00:20:05.536056,2.9,T,359.5,M,0.0,N,0.0,K,A,22
2020-08-12 00:20:09.536009,2.9,T,359.5,M,0.0,N,0.0,K,A,22
2020-08-12 00:20:13.536096,2.9,T,359.5,M,0.0,N,0.0,K,A,22
2020-08-12 00:20:17.537281,2.9,T,359.5,M,0.0,N,0.0,K,A,22
2020-08-12 00:20:21.537347,2.9,T,359.5,M,0.0,N,0.0,K,A,22
2020-08-12 00:20:25.537296,2.9,T,359.5,M,0.0,N,0.0,K,A,22
