dateTime,temperature,relativeWindChillTemperature,TUnits,RWCTID,RWCTUnits,theoreticalWindChillTemperature,TUnits2,TWCTID,TWCTUnits,heatIndex,HIUnits,HIID,pressureUnits,barrometricPressureBars,BPBUnits,BPBID,checkSum
2020-08-12 02:00:04.448725,C,,C,WCHR,C,,C,WCHT,C,,C,HINX,P,0.9853,B,STNP,4C
2020-08-12 02:00:17.449735,C,,C,WCHR,C,,C,WCHT,C,,C,HINX,P,0.9852,B,STNP,4D
2020-08-12 02:00:24.450377,C,,C,WCHR,C,,C,WCHT,C,,C,HINX,P,0.9852,B,STNP,4D
2020-08-12 02:00:34.450590,C,,C,WCHR,C,,C,WCHT,C,,C,HINX,P,0.9853,B,STNP,4C
2020-08-12 02:00:41.451207,C,,C,WCHR,C,,C,WCHT,C,,C,HINX,P,0.9852,B,STNP,4D
2020-08-12 02:00:48.451852,C,,C,WCHR,C,,C,WCHT,C,,C,HINX,P,0.9853,B,STNP,4C
2020-08-12 02:00:58.452062,C,,C,WCHR,C,,C,WCHT,C,,C,HINX,P,0.9854,B,STNP,4B
2020-08-12 02:01:05.452690,C,,C,WCHR,C,,C,WCHT,C,,C,HINX,P,0.9852,B,STNP,4D
2020-08-12 02:01:12.453324,C,,C,WCHR,C,,C,WCHT,C,,C,HINX,P,0.9853,B,STNP,4C
2020-08-12 02:01:22.453532,C,,C,WCHR,C,,C,WCHT,C,,C,HINX,P,0.9854,B,STNP,4B
2020-08-12 02:01:29.454161,C,,C,WCHR,C,,C,WCHT,C,,C,HINX,P,0.9853,B,STNP,4C
2020-08-12 02:01:36.454812,C,,C,WCHR,C,,C,WCHT,C,,C,HINX,P,0.9854,B,STNP,4B
2020-08-12 02:01:43.455424,C,,C,WCHR,C,,C,WCHT,C,,C,HINX,P,0.9853,B,STNP,4C
2020-08-12 02:01:53.455627,C,,C,WCHR,C,,C,WCHT,C,,C,HINX,P,0.9853,B,STNP,4C
2020-08-12 02:02:00.456279,C,,C,WCHR,C,,C,WCHT,C,,C,HINX,P,0.9852,B,STNP,4D
2020-08-12 02:02:13.457284,C,,C,WCHR,C,,C,WCHT,C,,C,HINX,P,0.9854,B,STNP,4B
2020-08-12 02:02:23.457471,C,,C,WCHR,C,,C,WCHT,C,,C,HINX,P,0.9853,B,STNP,4C
2020-08-12 02:02:30.458125,C,,C,WCHR,C,,C,WCHT,C,,C,HINX,P,0.9853,B,STNP,4C
2020-08-12 02:02:43.459126,C,,C,WCHR,C,,C,WCHT,C,,C,HINX,P,0.9853,B,STNP,4C
2020-08-12 02:02:50.459771,C,,C,WCHR,C,,C,WCHT,C,,C,HINX,P,0.9854,B,STNP,4B
2020-08-12 02:03:00.460011,C,,C,WCHR,C,,C,WCHT,C,,C,HINX,P,0.9854,B,STNP,4B
2020-08-12 02:03:13.460981,C,,C,WCHR,C,,C,WCHT,C,,C,HINX,P,0.9854,B,STNP,4B
2020-08-12 02:03:20.461614,C,,C,WCHR,C,,C,WCHT,C,,C,HINX,P,0.9854,B,STNP,4B
2020-08-12 02:03:30.461814,C,,C,WCHR,C,,C,WCHT,C,,C,HINX,P,0.9853,B,STNP,4C
2020-08-12 02:03:37.462451,C,,C,WCHR,C,,C,WCHT,C,,C,HINX,P,0.9853,B,STNP,4C
2020-08-12 02:03:44.463068,C,,C,WCHR,C,,C,WCHT,C,,C,HINX,P,0.9852,B,STNP,4D
2020-08-12 02:03:54.463274,C,,C,WCHR,C,,C,WCHT,C,,C,HINX,P,0.9853,B,STNP,4C
2020-08-12 02:04:01.463914,C,,C,WCHR,C,,C,WCHT,C,,C,HINX,P,0.9853,B,STNP,4C
2020-08-12 02:04:08.464573,C,,C,WCHR,C,,C,WCHT,C,,C,HINX,P,0.9853,B,STNP,4C
2020-08-12 02:04:21.465570,C,,C,WCHR,C,,C,WCHT,C,,C,HINX,P,0.9853,B,STNP,4C
2020-08-12 02:04:31.465769,C,,C,WCHR,C,,C,WCHT,C,,C,HINX,P,0.9853,B,STNP,4C
2020-08-12 02:04:38.466421,C,,C,WCHR,C,,C,WCHT,C,,C,HINX,P,0.9854,B,STNP,4B
2020-08-12 02:04:45.467031,C,,C,WCHR,C,,C,WCHT,C,,C,HINX,P,0.9853,B,STNP,4C
2020-08-12 02:04:48.471609,C,,C,WCHR,C,,C,WCHT,C,,C,HINX,P,0.9853,B,STNP,4C
2020-08-12 02:04:58.471815,C,,C,WCHR,C,,C,WCHT,C,,C,HINX,P,0.9853,B,STNP,4C
2020-08-12 02:05:05.472447,C,,C,WCHR,C,,C,WCHT,C,,C,HINX,P,0.9853,B,STNP,4C
2020-08-12 02:05:12.473094,C,,C,WCHR,C,,C,WCHT,C,,C,HINX,P,0.9854,B,STNP,4B
2020-08-12 02:05:25.474091,C,,C,WCHR,C,,C,WCHT,C,,C,HINX,P,0.9853,B,STNP,4C
2020-08-12 02:05:35.474266,C,,C,WCHR,C,,C,WCHT,C,,C,HINX,P,0.9853,B,STNP,4C
2020-08-12 02:05:42.474919,C,,C,WCHR,C,,C,WCHT,C,,C,HINX,P,0.9853,B,STNP,4C
2020-08-12 02:05:49.475576,C,,C,WCHR,C,,C,WCHT,C,,C,HINX,P,0.9853,B,STNP,4C
2020-08-12 02:05:59.475750,C,,C,WCHR,C,,C,WCHT,C,,C,HINX,P,0.9853,B,STNP,4C
2020-08-12 02:06:06.476394,C,,C,WCHR,C,,C,WCHT,C,,C,HINX,P,0.9853,B,STNP,4C
2020-08-12 02:06:13.477046,C,,C,WCHR,C,,C,WCHT,C,,C,HINX,P,0.9853,B,STNP,4C
2020-08-12 02:06:23.477211,C,,C,WCHR,C,,C,WCHT,C,,C,HINX,P,0.9853,B,STNP,4C
2020-08-12 02:06:30.477867,C,,C,WCHR,C,,C,WCHT,C,,C,HINX,P,0.9852,B,STNP,4D
2020-08-12 02:06:43.478874,C,,C,WCHR,C,,C,WCHT,C,,C,HINX,P,0.9853,B,STNP,4C
2020-08-12 02:06:50.479511,C,,C,WCHR,C,,C,WCHT,C,,C,HINX,P,0.9854,B,STNP,4B
2020-08-12 02:06:57.480152,C,,C,WCHR,C,,C,WCHT,C,,C,HINX,P,0.9853,B,STNP,4C
2020-08-12 02:07:07.480335,C,,C,WCHR,C,,C,WCHT,C,,C,HINX,P,0.9853,B,STNP,4C
2020-08-12 02:07:14.480986,C,,C,WCHR,C,,C,WCHT,C,,C,HINX,P,0.9852,B,STNP,4D
2020-08-12 02:07:24.481186,C,,C,WCHR,C,,C,WCHT,C,,C,HINX,P,0.9853,B,STNP,4C
2020-08-12 02:07:31.481822,C,,C,WCHR,C,,C,WCHT,C,,C,HINX,P,0.9853,B,STNP,4C
2020-08-12 02:07:44.482829,C,,C,WCHR,C,,C,WCHT,C,,C,HINX,P,0.9853,B,STNP,4C
2020-08-12 02:07:54.483020,C,,C,WCHR,C,,C,WCHT,C,,C,HINX,P,0.9853,B,STNP,4C
2020-08-12 02:08:01.483666,C,,C,WCHR,C,,C,WCHT,C,,C,HINX,P,0.9853,B,STNP,4C
2020-08-12 02:08:08.484299,C,,C,WCHR,C,,C,WCHT,C,,C,HINX,P,0.9853,B,STNP,4C
2020-08-12 02:08:15.484944,C,,C,WCHR,C,,C,WCHT,C,,C,HINX,P,0.9854,B,STNP,4B
2020-08-12 02:08:25.485130,C,,C,WCHR,C,,C,WCHT,C,,C,HINX,P,0.9853,B,STNP,4C
2020-08-12 02:08:32.485769,C,,C,WCHR,C,,C,WCHT,C,,C,HINX,P,0.9853,B,STNP,4C
2020-08-12 02:08:45.481758,C,,C,WCHR,C,,C,WCHT,C,,C,HINX,P,0.9853,B,STNP,4C
2020-08-12 02:08:48.487592,C,,C,WCHR,C,,C,WCHT,C,,C,HINX,P,0.9853,B,STNP,4C
2020-08-12 02:08:55.486975,C,,C,WCHR,C,,C,WCHT,C,,C,HINX,P,0.9853,B,STNP,4C
2020-08-12 02:09:08.487982,C,,C,WCHR,C,,C,WCHT,C,,C,HINX,P,0.9853,B,STNP,4C
2020-08-12 02:09:15.483604,C,,C,WCHR,C,,C,WCHT,C,,C,HINX,P,0.9853,B,STNP,4C
2020-08-12 02:09:18.489429,C,,C,WCHR,C,,C,WCHT,C,,C,HINX,P,0.9854,B,STNP,4B
2020-08-12 02:09:28.489651,C,,C,WCHR,C,,C,WCHT,C,,C,HINX,P,0.9853,B,STNP,4C
2020-08-12 02:09:38.489803,C,,C,WCHR,C,,C,WCHT,C,,C,HINX,P,0.9853,B,STNP,4C
2020-08-12 02:09:45.490460,C,,C,WCHR,C,,C,WCHT,C,,C,HINX,P,0.9853,B,STNP,4C
2020-08-12 02:09:52.491108,C,,C,WCHR,C,,C,WCHT,C,,C,HINX,P,0.9853,B,STNP,4C
2020-08-12 02:10:11.488699,C,,C,WCHR,C,,C,WCHT,C,,C,HINX,P,0.9854,B,STNP,4B
2020-08-12 02:10:21.488925,C,,C,WCHR,C,,C,WCHT,C,,C,HINX,P,0.9853,B,STNP,4C
2020-08-12 02:10:28.489584,C,,C,WCHR,C,,C,WCHT,C,,C,HINX,P,0.9853,B,STNP,4C
2020-08-12 02:10:38.489757,C,,C,WCHR,C,,C,WCHT,C,,C,HINX,P,0.9853,B,STNP,4C
2020-08-12 02:10:45.485395,C,,C,WCHR,C,,C,WCHT,C,,C,HINX,P,0.9853,B,STNP,4C
2020-08-12 02:10:48.491212,C,,C,WCHR,C,,C,WCHT,C,,C,HINX,P,0.9853,B,STNP,4C
2020-08-12 02:11:01.490953,C,,C,WCHR,C,,C,WCHT,C,,C,HINX,P,0.9854,B,STNP,4B
2020-08-12 02:11:11.492407,C,,C,WCHR,C,,C,WCHT,C,,C,HINX,P,0.9854,B,STNP,4B
2020-08-12 02:11:21.492590,C,,C,WCHR,C,,C,WCHT,C,,C,HINX,P,0.9853,B,STNP,4C
2020-08-12 02:11:31.487798,C,,C,WCHR,C,,C,WCHT,C,,C,HINX,P,0.9854,B,STNP,4B
2020-08-12 02:11:34.493612,C,,C,WCHR,C,,C,WCHT,C,,C,HINX,P,0.9854,B,STNP,4B
2020-08-12 02:11:47.494597,C,,C,WCHR,C,,C,WCHT,C,,C,HINX,P,0.9853,B,STNP,4C
2020-08-12 02:11:57.494827,C,,C,WCHR,C,,C,WCHT,C,,C,HINX,P,0.9854,B,STNP,4B
2020-08-12 02:12:13.500408,C,,C,WCHR,C,,C,WCHT,C,,C,HINX,P,0.9853,B,STNP,4C
2020-08-12 02:12:16.504968,C,,C,WCHR,C,,C,WCHT,C,,C,HINX,P,0.9853,B,STNP,4C
2020-08-12 02:12:23.500615,C,,C,WCHR,C,,C,WCHT,C,,C,HINX,P,0.9853,B,STNP,4C
2020-08-12 02:12:30.501271,C,,C,WCHR,C,,C,WCHT,C,,C,HINX,P,0.9853,B,STNP,4C
2020-08-12 02:12:33.505818,C,,C,WCHR,C,,C,WCHT,C,,C,HINX,P,0.9853,B,STNP,4C
2020-08-12 02:12:46.501832,C,,C,WCHR,C,,C,WCHT,C,,C,HINX,P,0.9854,B,STNP,4B
2020-08-12 02:13:02.503710,C,,C,WCHR,C,,C,WCHT,C,,C,HINX,P,0.9853,B,STNP,4C
2020-08-12 02:13:12.503895,C,,C,WCHR,C,,C,WCHT,C,,C,HINX,P,0.9853,B,STNP,4C
2020-08-12 02:13:19.504518,C,,C,WCHR,C,,C,WCHT,C,,C,HINX,P,0.9853,B,STNP,4C
2020-08-12 02:13:26.505197,C,,C,WCHR,C,,C,WCHT,C,,C,HINX,P,0.9853,B,STNP,4C
2020-08-12 02:13:36.505403,C,,C,WCHR,C,,C,WCHT,C,,C,HINX,P,0.9853,B,STNP,4C
2020-08-12 02:13:43.506025,C,,C,WCHR,C,,C,WCHT,C,,C,HINX,P,0.9854,B,STNP,4B
2020-08-12 02:13:50.506685,C,,C,WCHR,C,,C,WCHT,C,,C,HINX,P,0.9853,B,STNP,4C
2020-08-12 02:14:00.506894,C,,C,WCHR,C,,C,WCHT,C,,C,HINX,P,0.9855,B,STNP,4A
2020-08-12 02:14:07.507520,C,,C,WCHR,C,,C,WCHT,C,,C,HINX,P,0.9854,B,STNP,4B
2020-08-12 02:14:20.508557,C,,C,WCHR,C,,C,WCHT,C,,C,HINX,P,0.9854,B,STNP,4B
2020-08-12 02:14:30.508754,C,,C,WCHR,C,,C,WCHT,C,,C,HINX,P,0.9854,B,STNP,4B
2020-08-12 02:14:37.509410,C,,C,WCHR,C,,C,WCHT,C,,C,HINX,P,0.9854,B,STNP,4B
2020-08-12 02:14:44.510077,C,,C,WCHR,C,,C,WCHT,C,,C,HINX,P,0.9854,B,STNP,4B
2020-08-12 02:14:51.510711,C,,C,WCHR,C,,C,WCHT,C,,C,HINX,P,0.9852,B,STNP,4D
2020-08-12 02:14:58.511354,C,,C,WCHR,C,,C,WCHT,C,,C,HINX,P,0.9854,B,STNP,4B
2020-08-12 02:15:11.512391,C,,C,WCHR,C,,C,WCHT,C,,C,HINX,P,0.9854,B,STNP,4B
2020-08-12 02:15:18.511771,C,,C,WCHR,C,,C,WCHT,C,,C,HINX,P,0.9854,B,STNP,4B
2020-08-12 02:15:25.512415,C,,C,WCHR,C,,C,WCHT,C,,C,HINX,P,0.9854,B,STNP,4B
2020-08-12 02:15:32.513074,C,,C,WCHR,C,,C,WCHT,C,,C,HINX,P,0.9854,B,STNP,4B
2020-08-12 02:15:39.513703,C,,C,WCHR,C,,C,WCHT,C,,C,HINX,P,0.9854,B,STNP,4B
2020-08-12 02:15:49.513905,C,,C,WCHR,C,,C,WCHT,C,,C,HINX,P,0.9854,B,STNP,4B
2020-08-12 02:15:56.514572,C,,C,WCHR,C,,C,WCHT,C,,C,HINX,P,0.9854,B,STNP,4B
2020-08-12 02:16:03.515222,C,,C,WCHR,C,,C,WCHT,C,,C,HINX,P,0.9854,B,STNP,4B
2020-08-12 02:16:13.515410,C,,C,WCHR,C,,C,WCHT,C,,C,HINX,P,0.9855,B,STNP,4A
2020-08-12 02:16:20.516072,C,,C,WCHR,C,,C,WCHT,C,,C,HINX,P,0.9855,B,STNP,4A
2020-08-12 02:16:27.516684,C,,C,WCHR,C,,C,WCHT,C,,C,HINX,P,0.9854,B,STNP,4B
2020-08-12 02:16:40.517721,C,,C,WCHR,C,,C,WCHT,C,,C,HINX,P,0.9854,B,STNP,4B
2020-08-12 02:16:53.518742,C,,C,WCHR,C,,C,WCHT,C,,C,HINX,P,0.9854,B,STNP,4B
2020-08-12 02:17:00.519383,C,,C,WCHR,C,,C,WCHT,C,,C,HINX,P,0.9853,B,STNP,4C
2020-08-12 02:17:10.519583,C,,C,WCHR,C,,C,WCHT,C,,C,HINX,P,0.9853,B,STNP,4C
2020-08-12 02:17:23.520598,C,,C,WCHR,C,,C,WCHT,C,,C,HINX,P,0.9854,B,STNP,4B
2020-08-12 02:17:33.520828,C,,C,WCHR,C,,C,WCHT,C,,C,HINX,P,0.9854,B,STNP,4B
2020-08-12 02:17:40.521466,C,,C,WCHR,C,,C,WCHT,C,,C,HINX,P,0.9853,B,STNP,4C
2020-08-12 02:17:50.521681,C,,C,WCHR,C,,C,WCHT,C,,C,HINX,P,0.9853,B,STNP,4C
2020-08-12 02:18:00.523149,C,,C,WCHR,C,,C,WCHT,C,,C,HINX,P,0.9853,B,STNP,4C
2020-08-12 02:18:10.519575,C,,C,WCHR,C,,C,WCHT,C,,C,HINX,P,0.9854,B,STNP,4B
2020-08-12 02:18:13.521649,C,,C,WCHR,C,,C,WCHT,C,,C,HINX,P,0.9855,B,STNP,4A
2020-08-12 02:18:20.519791,C,,C,WCHR,C,,C,WCHT,C,,C,HINX,P,0.9853,B,STNP,4C
2020-08-12 02:18:30.520014,C,,C,WCHR,C,,C,WCHT,C,,C,HINX,P,0.9853,B,STNP,4C
2020-08-12 02:18:37.520643,C,,C,WCHR,C,,C,WCHT,C,,C,HINX,P,0.9854,B,STNP,4B
2020-08-12 02:18:44.521280,C,,C,WCHR,C,,C,WCHT,C,,C,HINX,P,0.9854,B,STNP,4B
2020-08-12 02:18:51.521959,C,,C,WCHR,C,,C,WCHT,C,,C,HINX,P,0.9854,B,STNP,4B
2020-08-12 02:19:01.527210,C,,C,WCHR,C,,C,WCHT,C,,C,HINX,P,0.9853,B,STNP,4C
2020-08-12 02:19:11.527360,C,,C,WCHR,C,,C,WCHT,C,,C,HINX,P,0.9853,B,STNP,4C
2020-08-12 02:19:21.527560,C,,C,WCHR,C,,C,WCHT,C,,C,HINX,P,0.9854,B,STNP,4B
2020-08-12 02:19:31.530061,C,,C,WCHR,C,,C,WCHT,C,,C,HINX,P,0.9853,B,STNP,4C
2020-08-12 02:19:41.529217,C,,C,WCHR,C,,C,WCHT,C,,C,HINX,P,0.9854,B,STNP,4B
2020-08-12 02:19:48.529862,C,,C,WCHR,C,,C,WCHT,C,,C,HINX,P,0.9854,B,STNP,4B
2020-08-12 02:19:55.530502,C,,C,WCHR,C,,C,WCHT,C,,C,HINX,P,0.9854,B,STNP,4B
2020-08-12 02:20:05.530710,C,,C,WCHR,C,,C,WCHT,C,,C,HINX,P,0.9852,B,STNP,4D
2020-08-12 02:20:12.531363,C,,C,WCHR,C,,C,WCHT,C,,C,HINX,P,0.9853,B,STNP,4C
2020-08-12 02:20:22.524060,C,,C,WCHR,C,,C,WCHT,C,,C,HINX,P,0.9853,B,STNP,4C
2020-08-12 02:20:32.524275,C,,C,WCHR,C,,C,WCHT,C,,C,HINX,P,0.9854,B,STNP,4B
2020-08-12 02:20:39.524913,C,,C,WCHR,C,,C,WCHT,C,,C,HINX,P,0.9853,B,STNP,4C
2020-08-12 02:20:49.525110,C,,C,WCHR,C,,C,WCHT,C,,C,HINX,P,0.9853,B,STNP,4C
2020-08-12 02:20:56.525769,C,,C,WCHR,C,,C,WCHT,C,,C,HINX,P,0.9853,B,STNP,4C
2020-08-12 02:21:06.527214,C,,C,WCHR,C,,C,WCHT,C,,C,HINX,P,0.9853,B,STNP,4C
2020-08-12 02:21:13.526589,C,,C,WCHR,C,,C,WCHT,C,,C,HINX,P,0.9852,B,STNP,4D
2020-08-12 02:21:23.535551,C,,C,WCHR,C,,C,WCHT,C,,C,HINX,P,0.9853,B,STNP,4C
2020-08-12 02:21:30.536201,C,,C,WCHR,C,,C,WCHT,C,,C,HINX,P,0.9853,B,STNP,4C
2020-08-12 02:21:37.536868,C,,C,WCHR,C,,C,WCHT,C,,C,HINX,P,0.9853,B,STNP,4C
2020-08-12 02:21:50.537868,C,,C,WCHR,C,,C,WCHT,C,,C,HINX,P,0.9853,B,STNP,4C
2020-08-12 02:22:00.538089,C,,C,WCHR,C,,C,WCHT,C,,C,HINX,P,0.9854,B,STNP,4B
2020-08-12 02:22:07.538703,C,,C,WCHR,C,,C,WCHT,C,,C,HINX,P,0.9853,B,STNP,4C
2020-08-12 02:22:14.539362,C,,C,WCHR,C,,C,WCHT,C,,C,HINX,P,0.9853,B,STNP,4C
2020-08-12 02:22:24.539583,C,,C,WCHR,C,,C,WCHT,C,,C,HINX,P,0.9854,B,STNP,4B
2020-08-12 02:22:31.540217,C,,C,WCHR,C,,C,WCHT,C,,C,HINX,P,0.9853,B,STNP,4C
2020-08-12 02:22:38.540860,C,,C,WCHR,C,,C,WCHT,C,,C,HINX,P,0.9853,B,STNP,4C
2020-08-12 02:22:51.541882,C,,C,WCHR,C,,C,WCHT,C,,C,HINX,P,0.9853,B,STNP,4C
2020-08-12 02:23:04.542892,C,,C,WCHR,C,,C,WCHT,C,,C,HINX,P,0.9852,B,STNP,4D
2020-08-12 02:23:14.543111,C,,C,WCHR,C,,C,WCHT,C,,C,HINX,P,0.9854,B,STNP,4B
2020-08-12 02:23:24.543302,C,,C,WCHR,C,,C,WCHT,C,,C,HINX,P,0.9853,B,STNP,4C
2020-08-12 02:23:31.538926,C,,C,WCHR,C,,C,WCHT,C,,C,HINX,P,0.9853,B,STNP,4C
2020-08-12 02:23:34.544739,C,,C,WCHR,C,,C,WCHT,C,,C,HINX,P,0.9853,B,STNP,4C
2020-08-12 02:23:41.544133,C,,C,WCHR,C,,C,WCHT,C,,C,HINX,P,0.9852,B,STNP,4D
2020-08-12 02:23:48.544801,C,,C,WCHR,C,,C,WCHT,C,,C,HINX,P,0.9853,B,STNP,4C
2020-08-12 02:23:55.545431,C,,C,WCHR,C,,C,WCHT,C,,C,HINX,P,0.9853,B,STNP,4C
2020-08-12 02:24:02.546135,C,,C,WCHR,C,,C,WCHT,C,,C,HINX,P,0.9853,B,STNP,4C
2020-08-12 02:24:15.547096,C,,C,WCHR,C,,C,WCHT,C,,C,HINX,P,0.9854,B,STNP,4B
2020-08-12 02:24:18.549154,C,,C,WCHR,C,,C,WCHT,C,,C,HINX,P,0.9853,B,STNP,4C
2020-08-12 02:24:25.546045,C,,C,WCHR,C,,C,WCHT,C,,C,HINX,P,0.9853,B,STNP,4C
2020-08-12 02:24:28.551862,C,,C,WCHR,C,,C,WCHT,C,,C,HINX,P,0.9853,B,STNP,4C
2020-08-12 02:24:38.548311,C,,C,WCHR,C,,C,WCHT,C,,C,HINX,P,0.9853,B,STNP,4C
2020-08-12 02:24:51.549345,C,,C,WCHR,C,,C,WCHT,C,,C,HINX,P,0.9853,B,STNP,4C
2020-08-12 02:25:04.550357,C,,C,WCHR,C,,C,WCHT,C,,C,HINX,P,0.9854,B,STNP,4B
2020-08-12 02:25:11.550996,C,,C,WCHR,C,,C,WCHT,C,,C,HINX,P,0.9852,B,STNP,4D
2020-08-12 02:25:21.551180,C,,C,WCHR,C,,C,WCHT,C,,C,HINX,P,0.9852,B,STNP,4D
2020-08-12 02:25:31.551406,C,,C,WCHR,C,,C,WCHT,C,,C,HINX,P,0.9853,B,STNP,4C
2020-08-12 02:25:38.552060,C,,C,WCHR,C,,C,WCHT,C,,C,HINX,P,0.9852,B,STNP,4D
2020-08-12 02:25:45.552673,C,,C,WCHR,C,,C,WCHT,C,,C,HINX,P,0.9852,B,STNP,4D
2020-08-12 02:25:52.553316,C,,C,WCHR,C,,C,WCHT,C,,C,HINX,P,0.9853,B,STNP,4C
2020-08-12 02:26:02.553570,C,,C,WCHR,C,,C,WCHT,C,,C,HINX,P,0.9853,B,STNP,4C
2020-08-12 02:26:09.554187,C,,C,WCHR,C,,C,WCHT,C,,C,HINX,P,0.9853,B,STNP,4C
2020-08-12 02:26:16.554820,C,,C,WCHR,C,,C,WCHT,C,,C,HINX,P,0.9853,B,STNP,4C
2020-08-12 02:26:26.555036,C,,C,WCHR,C,,C,WCHT,C,,C,HINX,P,0.9853,B,STNP,4C
2020-08-12 02:26:33.555659,C,,C,WCHR,C,,C,WCHT,C,,C,HINX,P,0.9853,B,STNP,4C
2020-08-12 02:26:40.556282,C,,C,WCHR,C,,C,WCHT,C,,C,HINX,P,0.9852,B,STNP,4D
2020-08-12 02:26:53.557319,C,,C,WCHR,C,,C,WCHT,C,,C,HINX,P,0.9851,B,STNP,4E
2020-08-12 02:27:06.558323,C,,C,WCHR,C,,C,WCHT,C,,C,HINX,P,0.9852,B,STNP,4D
2020-08-12 02:27:16.558533,C,,C,WCHR,C,,C,WCHT,C,,C,HINX,P,0.9852,B,STNP,4D
2020-08-12 02:27:23.559182,C,,C,WCHR,C,,C,WCHT,C,,C,HINX,P,0.9852,B,STNP,4D
2020-08-12 02:27:30.559811,C,,C,WCHR,C,,C,WCHT,C,,C,HINX,P,0.9852,B,STNP,4D
2020-08-12 02:27:40.560055,C,,C,WCHR,C,,C,WCHT,C,,C,HINX,P,0.9852,B,STNP,4D
2020-08-12 02:27:53.561033,C,,C,WCHR,C,,C,WCHT,C,,C,HINX,P,0.9852,B,STNP,4D
2020-08-12 02:28:06.562135,C,,C,WCHR,C,,C,WCHT,C,,C,HINX,P,0.9852,B,STNP,4D
2020-08-12 02:28:16.562259,C,,C,WCHR,C,,C,WCHT,C,,C,HINX,P,0.9852,B,STNP,4D
2020-08-12 02:28:23.562905,C,,C,WCHR,C,,C,WCHT,C,,C,HINX,P,0.9852,B,STNP,4D
2020-08-12 02:28:33.563125,C,,C,WCHR,C,,C,WCHT,C,,C,HINX,P,0.9852,B,STNP,4D
2020-08-12 02:28:40.563735,C,,C,WCHR,C,,C,WCHT,C,,C,HINX,P,0.9852,B,STNP,4D
2020-08-12 02:28:47.564391,C,,C,WCHR,C,,C,WCHT,C,,C,HINX,P,0.9853,B,STNP,4C
2020-08-12 02:29:00.565409,C,,C,WCHR,C,,C,WCHT,C,,C,HINX,P,0.9853,B,STNP,4C
2020-08-12 02:29:13.566423,C,,C,WCHR,C,,C,WCHT,C,,C,HINX,P,0.9853,B,STNP,4C
2020-08-12 02:29:23.566601,C,,C,WCHR,C,,C,WCHT,C,,C,HINX,P,0.9852,B,STNP,4D
2020-08-12 02:29:30.567252,C,,C,WCHR,C,,C,WCHT,C,,C,HINX,P,0.9853,B,STNP,4C
2020-08-12 02:29:37.567892,C,,C,WCHR,C,,C,WCHT,C,,C,HINX,P,0.9852,B,STNP,4D
2020-08-12 02:29:47.568097,C,,C,WCHR,C,,C,WCHT,C,,C,HINX,P,0.9853,B,STNP,4C
2020-08-12 02:29:54.568747,C,,C,WCHR,C,,C,WCHT,C,,C,HINX,P,0.9852,B,STNP,4D
2020-08-12 02:30:04.568971,C,,C,WCHR,C,,C,WCHT,C,,C,HINX,P,0.9853,B,STNP,4C
2020-08-12 02:30:14.570409,C,,C,WCHR,C,,C,WCHT,C,,C,HINX,P,0.9852,B,STNP,4D
2020-08-12 02:30:24.570613,C,,C,WCHR,C,,C,WCHT,C,,C,HINX,P,0.9853,B,STNP,4C
2020-08-12 02:30:31.571270,C,,C,WCHR,C,,C,WCHT,C,,C,HINX,P,0.9853,B,STNP,4C
2020-08-12 02:30:44.572260,C,,C,WCHR,C,,C,WCHT,C,,C,HINX,P,0.9853,B,STNP,4C
2020-08-12 02:30:54.572476,C,,C,WCHR,C,,C,WCHT,C,,C,HINX,P,0.9853,B,STNP,4C
2020-08-12 02:31:01.573132,C,,C,WCHR,C,,C,WCHT,C,,C,HINX,P,0.9853,B,STNP,4C
2020-08-12 02:31:14.574123,C,,C,WCHR,C,,C,WCHT,C,,C,HINX,P,0.9852,B,STNP,4D
2020-08-12 02:31:27.575141,C,,C,WCHR,C,,C,WCHT,C,,C,HINX,P,0.9852,B,STNP,4D
2020-08-12 02:31:37.575336,C,,C,WCHR,C,,C,WCHT,C,,C,HINX,P,0.9853,B,STNP,4C
2020-08-12 02:31:44.575991,C,,C,WCHR,C,,C,WCHT,C,,C,HINX,P,0.9853,B,STNP,4C
2020-08-12 02:31:54.576166,C,,C,WCHR,C,,C,WCHT,C,,C,HINX,P,0.9852,B,STNP,4D
2020-08-12 02:32:01.576848,C,,C,WCHR,C,,C,WCHT,C,,C,HINX,P,0.9853,B,STNP,4C
2020-08-12 02:32:08.577484,C,,C,WCHR,C,,C,WCHT,C,,C,HINX,P,0.9852,B,STNP,4D
2020-08-12 02:32:15.578100,C,,C,WCHR,C,,C,WCHT,C,,C,HINX,P,0.9854,B,STNP,4B
2020-08-12 02:32:18.582661,C,,C,WCHR,C,,C,WCHT,C,,C,HINX,P,0.9853,B,STNP,4C
2020-08-12 02:32:25.578299,C,,C,WCHR,C,,C,WCHT,C,,C,HINX,P,0.9853,B,STNP,4C
2020-08-12 02:32:35.578505,C,,C,WCHR,C,,C,WCHT,C,,C,HINX,P,0.9853,B,STNP,4C
2020-08-12 02:32:45.580019,C,,C,WCHR,C,,C,WCHT,C,,C,HINX,P,0.9853,B,STNP,4C
2020-08-12 02:32:52.580604,C,,C,WCHR,C,,C,WCHT,C,,C,HINX,P,0.9852,B,STNP,4D
2020-08-12 02:33:05.581600,C,,C,WCHR,C,,C,WCHT,C,,C,HINX,P,0.9852,B,STNP,4D
