dateTime,heading,HID,checkSum
2020-08-12 06:13:59.506151,150.0,T,2D
2020-08-12 06:14:02.964829,150.5,T,28
2020-08-12 06:14:05.965656,150.3,T,2E
2020-08-12 06:14:09.506608,150.2,T,2F
2020-08-12 06:14:12.960049,149.9,T,2C
2020-08-12 06:14:15.965849,149.9,T,2C
2020-08-12 06:14:19.501812,150.4,T,29
2020-08-12 06:14:22.507609,150.4,T,29
2020-08-12 06:14:25.966670,150.3,T,2E
2020-08-12 06:14:29.507644,150.2,T,2F
2020-08-12 06:14:32.962935,150.3,T,2E
2020-08-12 06:14:36.504013,150.2,T,2F
2020-08-12 06:14:39.963856,150.4,T,29
2020-08-12 06:14:43.504796,150.4,T,29
2020-08-12 06:14:46.963364,150.6,T,2B
2020-08-12 06:14:49.964207,150.3,T,2E
2020-08-12 06:14:53.505126,150.4,T,29
2020-08-12 06:14:56.964815,150.5,T,28
2020-08-12 06:15:00.505811,150.5,T,28
2020-08-12 06:15:03.965468,150.3,T,2E
2020-08-12 06:15:07.506414,150.5,T,28
2020-08-12 06:15:10.964834,150.2,T,2F
2020-08-12 06:15:13.965804,150.2,T,2F
2020-08-12 06:15:17.506740,149.9,T,2C
2020-08-12 06:15:20.966693,150.2,T,2F
2020-08-12 06:15:24.507650,150.0,T,2D
2020-08-12 06:15:27.961079,150.4,T,29
2020-08-12 06:15:30.966884,150.5,T,28
2020-08-12 06:15:33.967691,150.4,T,29
2020-08-12 06:15:37.507776,150.5,T,28
2020-08-12 06:15:40.508592,150.0,T,2D
2020-08-12 06:15:43.962029,150.4,T,29
2020-08-12 06:15:46.968338,150.3,T,2E
2020-08-12 06:15:50.509399,150.2,T,2F
2020-08-12 06:15:53.962836,149.8,T,2D
2020-08-12 06:15:56.968672,150.4,T,29
2020-08-12 06:16:00.508985,150.4,T,29
2020-08-12 06:16:03.509802,150.5,T,28
2020-08-12 06:16:06.963256,149.9,T,2C
2020-08-12 06:16:09.964061,150.7,T,2A
2020-08-12 06:16:12.969891,149.9,T,2C
2020-08-12 06:16:16.510827,150.0,T,2D
2020-08-12 06:16:19.970558,150.4,T,29
2020-08-12 06:16:23.511451,150.3,T,2E
2020-08-12 06:16:26.971150,150.4,T,29
2020-08-12 06:16:30.511357,150.3,T,2E
2020-08-12 06:16:33.971048,150.7,T,2A
2020-08-12 06:16:37.506249,150.1,T,2C
2020-08-12 06:16:40.512062,150.1,T,2C
2020-08-12 06:16:43.512880,150.3,T,2E
2020-08-12 06:16:46.972549,150.2,T,2F
2020-08-12 06:16:50.512270,150.1,T,2C
2020-08-12 06:16:53.967326,149.5,T,20
2020-08-12 06:16:57.508274,150.2,T,2F
2020-08-12 06:17:00.967344,150.0,T,2D
2020-08-12 06:17:03.968157,150.2,T,2F
2020-08-12 06:17:06.972719,150.8,T,25
2020-08-12 06:17:09.973529,150.1,T,2C
2020-08-12 06:17:13.508224,150.3,T,2E
2020-08-12 06:17:16.514064,149.9,T,2C
2020-08-12 06:17:19.514861,150.2,T,2F
2020-08-12 06:17:22.974569,150.5,T,28
2020-08-12 06:17:26.514769,150.6,T,2B
2020-08-12 06:17:29.515569,150.5,T,28
2020-08-12 06:17:32.975388,150.3,T,2E
2020-08-12 06:17:36.510078,150.4,T,29
2020-08-12 06:17:39.515879,150.0,T,2D
2020-08-12 06:17:42.516708,149.9,T,2C
2020-08-12 06:17:45.975146,150.4,T,29
2020-08-12 06:17:48.975953,150.3,T,2E
2020-08-12 06:17:51.978018,150.4,T,29
2020-08-12 06:17:55.516487,150.4,T,29
2020-08-12 06:17:58.521036,150.5,T,28
2020-08-12 06:18:01.980076,150.5,T,28
2020-08-12 06:18:04.982662,150.3,T,2E
2020-08-12 06:18:08.522366,151.0,T,2C
2020-08-12 06:18:11.980799,150.4,T,29
2020-08-12 06:18:14.981594,150.1,T,2C
2020-08-12 06:18:18.522576,150.5,T,28
2020-08-12 06:18:21.523379,150.4,T,29
2020-08-12 06:18:24.981804,150.5,T,28
2020-08-12 06:18:27.982635,150.4,T,29
2020-08-12 06:18:31.523590,150.1,T,2C
2020-08-12 06:18:34.982646,150.3,T,2E
2020-08-12 06:18:37.983469,150.1,T,2C
2020-08-12 06:18:41.523789,150.5,T,28
2020-08-12 06:18:44.982856,149.9,T,2C
2020-08-12 06:18:47.983659,150.7,T,2A
2020-08-12 06:18:51.524994,150.1,T,2C
2020-08-12 06:18:54.984661,150.3,T,2E
2020-08-12 06:18:58.524382,150.7,T,2A
2020-08-12 06:19:01.525181,150.4,T,29
2020-08-12 06:19:04.526004,150.4,T,29
2020-08-12 06:19:07.984422,150.1,T,2C
2020-08-12 06:19:10.985252,150.2,T,2F
2020-08-12 06:19:14.526214,150.4,T,29
2020-08-12 06:19:17.985903,150.4,T,29
2020-08-12 06:19:20.986714,150.3,T,2E
2020-08-12 06:19:24.526421,150.2,T,2F
2020-08-12 06:19:27.527216,150.1,T,2C
2020-08-12 06:19:30.531571,150.4,T,29
2020-08-12 06:19:33.986483,150.3,T,2E
2020-08-12 06:19:36.987289,150.4,T,29
2020-08-12 06:19:40.526997,150.4,T,29
2020-08-12 06:19:43.527809,150.2,T,2F
2020-08-12 06:19:46.528735,150.4,T,29
2020-08-12 06:19:49.987179,150.4,T,29
2020-08-12 06:19:52.987968,150.3,T,2E
2020-08-12 06:19:56.528931,150.6,T,2B
2020-08-12 06:19:59.529760,150.5,T,28
2020-08-12 06:20:02.988195,150.2,T,2F
2020-08-12 06:20:06.529777,150.2,T,2F
2020-08-12 06:20:09.988251,150.5,T,28
2020-08-12 06:20:13.530428,150.1,T,2C
2020-08-12 06:20:16.988857,150.8,T,25
2020-08-12 06:20:19.989646,150.5,T,28
2020-08-12 06:20:23.530615,150.0,T,2D
2020-08-12 06:20:26.990302,150.1,T,2C
2020-08-12 06:20:30.531269,150.5,T,28
2020-08-12 06:20:33.990942,150.2,T,2F
2020-08-12 06:20:37.531894,149.9,T,2C
2020-08-12 06:20:40.532715,150.4,T,29
2020-08-12 06:20:43.991154,150.5,T,28
2020-08-12 06:20:47.532104,150.1,T,2C
2020-08-12 06:20:50.988051,150.4,T,29
2020-08-12 06:20:54.527754,150.3,T,2E
2020-08-12 06:20:57.529816,150.4,T,29
2020-08-12 06:21:00.988377,150.2,T,2F
2020-08-12 06:21:04.529337,150.0,T,2D
2020-08-12 06:21:07.532639,150.1,T,2C
2020-08-12 06:21:10.988580,150.1,T,2C
2020-08-12 06:21:14.530045,150.1,T,2C
2020-08-12 06:21:17.988478,150.2,T,2F
2020-08-12 06:21:20.989286,150.3,T,2E
2020-08-12 06:21:23.990103,150.1,T,2C
2020-08-12 06:21:27.530064,150.5,T,28
2020-08-12 06:21:30.530862,150.2,T,2F
2020-08-12 06:21:33.990576,150.1,T,2C
2020-08-12 06:21:37.531529,150.3,T,2E
2020-08-12 06:21:40.991199,150.6,T,2B
2020-08-12 06:21:44.532141,150.6,T,2B
2020-08-12 06:21:47.532950,150.3,T,2E
2020-08-12 06:21:50.991398,150.2,T,2F
2020-08-12 06:21:54.532358,149.7,T,22
2020-08-12 06:21:57.533182,150.4,T,29
2020-08-12 06:22:00.992857,150.7,T,2A
2020-08-12 06:22:04.532572,150.2,T,2F
2020-08-12 06:22:07.992245,150.6,T,2B
2020-08-12 06:22:10.993058,150.5,T,28
2020-08-12 06:22:14.534004,150.2,T,2F
2020-08-12 06:22:17.992477,150.4,T,29
2020-08-12 06:22:20.993280,150.4,T,29
2020-08-12 06:22:24.534239,149.8,T,2D
2020-08-12 06:22:27.994171,150.3,T,2E
2020-08-12 06:22:31.533873,150.0,T,2D
2020-08-12 06:22:34.534679,150.3,T,2E
2020-08-12 06:22:37.994879,150.2,T,2F
2020-08-12 06:22:41.534575,150.3,T,2E
2020-08-12 06:22:44.535378,150.5,T,28
2020-08-12 06:22:47.536196,150.4,T,29
2020-08-12 06:22:50.994622,150.2,T,2F
2020-08-12 06:22:53.996692,150.1,T,2C
2020-08-12 06:22:57.536527,150.0,T,2D
2020-08-12 06:23:00.996218,150.3,T,2E
2020-08-12 06:23:04.537293,150.5,T,28
2020-08-12 06:23:07.995710,149.9,T,2C
2020-08-12 06:23:10.996514,149.9,T,2C
2020-08-12 06:23:14.537473,150.4,T,29
2020-08-12 06:23:17.997170,150.3,T,2E
2020-08-12 06:23:21.538135,150.5,T,28
2020-08-12 06:23:24.542713,150.5,T,28
2020-08-12 06:23:28.002385,150.4,T,29
2020-08-12 06:23:31.542101,150.2,T,2F
2020-08-12 06:23:34.542908,150.4,T,29
2020-08-12 06:23:38.002594,150.0,T,2D
2020-08-12 06:23:41.543550,150.3,T,2E
2020-08-12 06:23:45.003236,149.8,T,2D
2020-08-12 06:23:48.542953,150.1,T,2C
2020-08-12 06:23:51.543768,150.1,T,2C
2020-08-12 06:23:54.544580,150.4,T,29
2020-08-12 06:23:58.004244,149.9,T,2C
2020-08-12 06:24:01.543962,149.4,T,21
2020-08-12 06:24:04.544768,150.9,T,24
2020-08-12 06:24:08.004820,150.2,T,2F
2020-08-12 06:24:11.545793,150.0,T,2D
2020-08-12 06:24:15.004227,150.2,T,2F
2020-08-12 06:24:18.545186,149.8,T,2D
2020-08-12 06:24:21.547234,150.5,T,28
2020-08-12 06:24:25.005830,149.8,T,2D
2020-08-12 06:24:28.006624,150.2,T,2F
2020-08-12 06:24:31.546320,150.2,T,2F
2020-08-12 06:24:34.547136,150.2,T,2F
2020-08-12 06:24:38.006197,150.3,T,2E
2020-08-12 06:24:41.007004,150.4,T,29
2020-08-12 06:24:44.546711,150.1,T,2C
2020-08-12 06:24:47.547527,149.7,T,22
2020-08-12 06:24:50.548330,150.4,T,29
2020-08-12 06:24:54.006761,150.3,T,2E
2020-08-12 06:24:57.007592,150.2,T,2F
2020-08-12 06:25:00.547790,150.5,T,28
2020-08-12 06:25:03.548604,150.3,T,2E
2020-08-12 06:25:07.008294,150.6,T,2B
2020-08-12 06:25:10.549230,150.5,T,28
2020-08-12 06:25:14.008931,150.5,T,28
2020-08-12 06:25:17.549907,150.2,T,2F
2020-08-12 06:25:21.009583,150.4,T,29
2020-08-12 06:25:24.550532,150.3,T,2E
2020-08-12 06:25:28.008973,150.4,T,29
2020-08-12 06:25:31.551176,150.4,T,29
2020-08-12 06:25:35.009647,150.6,T,2B
2020-08-12 06:25:38.550576,150.7,T,2A
2020-08-12 06:25:41.551375,150.3,T,2E
2020-08-12 06:25:45.011070,150.2,T,2F
2020-08-12 06:25:48.551015,150.2,T,2F
2020-08-12 06:25:51.551846,149.9,T,2C
2020-08-12 06:25:55.011518,150.3,T,2E
2020-08-12 06:25:58.551234,150.1,T,2C
2020-08-12 06:26:01.552058,150.5,T,28
2020-08-12 06:26:04.552845,150.5,T,28
2020-08-12 06:26:08.011324,150.5,T,28
2020-08-12 06:26:11.552277,150.2,T,2F
2020-08-12 06:26:15.011932,150.6,T,2B
2020-08-12 06:26:18.552891,150.4,T,29
2020-08-12 06:26:21.554244,150.4,T,29
2020-08-12 06:26:25.012631,150.4,T,29
2020-08-12 06:26:28.013445,150.4,T,29
2020-08-12 06:26:31.554396,150.3,T,2E
2020-08-12 06:26:35.014086,149.6,T,23
2020-08-12 06:26:38.554045,150.6,T,2B
2020-08-12 06:26:41.554864,150.4,T,29
2020-08-12 06:26:45.014529,149.9,T,2C
2020-08-12 06:26:48.555500,150.5,T,28
2020-08-12 06:26:52.015192,150.3,T,2E
2020-08-12 06:26:55.556148,150.4,T,29
2020-08-12 06:26:59.015836,150.4,T,29
2020-08-12 06:27:02.556790,150.3,T,2E
2020-08-12 06:27:06.015256,150.7,T,2A
2020-08-12 06:27:09.016036,150.3,T,2E
2020-08-12 06:27:12.557005,150.4,T,29
2020-08-12 06:27:16.016665,150.2,T,2F
2020-08-12 06:27:19.557643,150.2,T,2F
2020-08-12 06:27:23.016069,150.7,T,2A
2020-08-12 06:27:26.016891,150.3,T,2E
2020-08-12 06:27:29.017701,150.3,T,2E
2020-08-12 06:27:32.558658,150.4,T,29
2020-08-12 06:27:36.012086,150.2,T,2F
2020-08-12 06:27:39.017896,150.2,T,2F
2020-08-12 06:27:42.018698,150.4,T,29
2020-08-12 06:27:45.559652,150.1,T,2C
2020-08-12 06:27:49.018113,150.5,T,28
2020-08-12 06:27:52.554065,149.7,T,22
2020-08-12 06:27:55.554888,150.5,T,28
2020-08-12 06:27:58.559430,150.6,T,2B
2020-08-12 06:28:02.019111,150.5,T,28
2020-08-12 06:28:05.560090,150.4,T,29
2020-08-12 06:28:09.013528,150.0,T,2D
2020-08-12 06:28:12.020561,150.3,T,2E
2020-08-12 06:28:15.560293,150.1,T,2C
2020-08-12 06:28:18.561103,149.9,T,2C
2020-08-12 06:28:22.020792,150.1,T,2C
2020-08-12 06:28:25.561745,150.3,T,2E
2020-08-12 06:28:29.020187,150.4,T,29
2020-08-12 06:28:32.020988,150.8,T,25
2020-08-12 06:28:35.561988,150.3,T,2E
2020-08-12 06:28:39.021639,150.8,T,25
2020-08-12 06:28:42.022432,150.2,T,2F
2020-08-12 06:28:45.557154,150.3,T,2E
2020-08-12 06:28:49.015576,150.3,T,2E
2020-08-12 06:28:52.549043,150.1,T,2C
2020-08-12 06:28:55.558592,150.2,T,2F
2020-08-12 06:28:58.559403,150.4,T,29
2020-08-12 06:29:01.563980,150.3,T,2E
2020-08-12 06:29:05.017414,150.1,T,2C
2020-08-12 06:29:08.023259,150.6,T,2B
2020-08-12 06:29:11.567943,150.1,T,2C
2020-08-12 06:29:14.568744,150.3,T,2E
2020-08-12 06:29:18.023426,150.6,T,2B
2020-08-12 06:29:21.024251,150.2,T,2F
2020-08-12 06:29:24.569076,150.3,T,2E
2020-08-12 06:29:27.569884,150.3,T,2E
2020-08-12 06:29:31.024577,150.2,T,2F
2020-08-12 06:29:34.025403,150.5,T,28
2020-08-12 06:29:37.566358,150.0,T,2D
2020-08-12 06:29:41.026025,149.8,T,2D
2020-08-12 06:29:44.566983,149.9,T,2C
2020-08-12 06:29:48.025408,150.2,T,2F
2020-08-12 06:29:51.026239,150.2,T,2F
2020-08-12 06:29:54.562195,150.3,T,2E
2020-08-12 06:29:57.566750,150.1,T,2C
2020-08-12 06:30:00.567585,150.4,T,29
2020-08-12 06:30:04.025982,150.4,T,29
2020-08-12 06:30:07.026899,150.3,T,2E
2020-08-12 06:30:10.567781,150.4,T,29
2020-08-12 06:30:14.027963,150.6,T,2B
2020-08-12 06:30:17.568921,150.5,T,28
2020-08-12 06:30:21.028586,150.5,T,28
2020-08-12 06:30:24.569816,150.2,T,2F
2020-08-12 06:30:28.028235,150.5,T,28
2020-08-12 06:30:31.029043,150.2,T,2F
2020-08-12 06:30:34.570012,150.3,T,2E
2020-08-12 06:30:38.028457,149.9,T,2C
2020-08-12 06:30:41.570679,150.3,T,2E
2020-08-12 06:30:45.029099,149.9,T,2C
2020-08-12 06:30:48.029911,150.3,T,2E
2020-08-12 06:30:51.570864,150.4,T,29
2020-08-12 06:30:54.571681,150.9,T,24
2020-08-12 06:30:58.030122,150.3,T,2E
2020-08-12 06:31:01.030939,150.2,T,2F
2020-08-12 06:31:04.571903,150.2,T,2F
2020-08-12 06:31:08.030325,150.2,T,2F
2020-08-12 06:31:11.031381,150.5,T,28
2020-08-12 06:31:14.572352,150.2,T,2F
2020-08-12 06:31:18.032005,150.5,T,28
2020-08-12 06:31:21.572973,150.4,T,29
2020-08-12 06:31:25.031430,150.4,T,29
2020-08-12 06:31:28.032237,150.1,T,2C
2020-08-12 06:31:31.573546,150.2,T,2F
2020-08-12 06:31:35.031986,150.5,T,28
2020-08-12 06:31:38.032808,150.8,T,25
2020-08-12 06:31:41.033625,150.3,T,2E
2020-08-12 06:31:44.574567,150.0,T,2D
2020-08-12 06:31:48.032998,150.2,T,2F
2020-08-12 06:31:51.033826,150.2,T,2F
2020-08-12 06:31:54.574777,150.4,T,29
2020-08-12 06:31:58.034461,150.3,T,2E
2020-08-12 06:32:01.575424,149.9,T,2C
2020-08-12 06:32:05.033850,150.1,T,2C
2020-08-12 06:32:08.576067,150.3,T,2E
2020-08-12 06:32:12.034499,150.3,T,2E
2020-08-12 06:32:15.035310,150.0,T,2D
2020-08-12 06:32:18.576259,150.7,T,2A
2020-08-12 06:32:22.035956,150.4,T,29
2020-08-12 06:32:25.576924,150.1,T,2C
2020-08-12 06:32:29.035355,150.4,T,29
2020-08-12 06:32:32.036159,150.2,T,2F
2020-08-12 06:32:35.036985,150.5,T,28
2020-08-12 06:32:38.577916,150.5,T,28
2020-08-12 06:32:42.037624,150.2,T,2F
2020-08-12 06:32:45.578580,150.4,T,29
2020-08-12 06:32:49.038264,150.4,T,29
2020-08-12 06:32:52.577954,150.1,T,2C
2020-08-12 06:32:55.578781,150.2,T,2F
2020-08-12 06:32:59.037208,150.4,T,29
2020-08-12 06:33:02.038008,150.4,T,29
2020-08-12 06:33:05.038833,150.5,T,28
2020-08-12 06:33:08.579780,150.2,T,2F
2020-08-12 06:33:12.038218,150.5,T,28
2020-08-12 06:33:15.039040,150.3,T,2E
2020-08-12 06:33:18.039851,150.0,T,2D
2020-08-12 06:33:21.579546,150.1,T,2C
2020-08-12 06:33:25.039249,150.2,T,2F
2020-08-12 06:33:28.580210,150.8,T,25
2020-08-12 06:33:31.581006,150.5,T,28
2020-08-12 06:33:35.040704,150.4,T,29
2020-08-12 06:33:38.581668,150.9,T,24
2020-08-12 06:33:42.041351,150.0,T,2D
2020-08-12 06:33:45.581060,150.4,T,29
2020-08-12 06:33:48.583107,150.0,T,2D
2020-08-12 06:33:52.036551,150.3,T,2E
2020-08-12 06:33:55.573764,150.6,T,2B
2020-08-12 06:33:58.582068,150.4,T,29
2020-08-12 06:34:01.582882,150.5,T,28
2020-08-12 06:34:05.037564,150.5,T,28
2020-08-12 06:34:08.038400,150.0,T,2D
2020-08-12 06:34:11.581852,150.3,T,2E
2020-08-12 06:34:15.034016,150.5,T,28
2020-08-12 06:34:18.034818,150.5,T,28
2020-08-12 06:34:21.579542,150.1,T,2C
2020-08-12 06:34:24.580356,150.2,T,2F
2020-08-12 06:34:27.584925,150.2,T,2F
2020-08-12 06:34:31.039607,150.3,T,2E
2020-08-12 06:34:34.580938,150.2,T,2F
2020-08-12 06:34:38.040754,150.4,T,29
2020-08-12 06:34:41.581602,150.4,T,29
2020-08-12 06:34:45.044995,150.6,T,2B
2020-08-12 06:34:48.580970,150.2,T,2F
2020-08-12 06:34:51.584305,150.5,T,28
2020-08-12 06:34:54.586340,150.4,T,29
2020-08-12 06:34:57.587142,150.3,T,2E
2020-08-12 06:35:01.045586,150.2,T,2F
2020-08-12 06:35:04.046390,150.5,T,28
2020-08-12 06:35:07.587360,150.3,T,2E
2020-08-12 06:35:11.047047,150.3,T,2E
2020-08-12 06:35:14.588009,150.4,T,29
2020-08-12 06:35:18.046466,150.3,T,2E
2020-08-12 06:35:21.047280,150.7,T,2A
2020-08-12 06:35:24.588221,150.7,T,2A
2020-08-12 06:35:28.047906,150.0,T,2D
2020-08-12 06:35:31.588861,150.5,T,28
2020-08-12 06:35:35.048552,150.1,T,2C
2020-08-12 06:35:38.589492,150.5,T,28
2020-08-12 06:35:42.047926,150.6,T,2B
2020-08-12 06:35:45.048998,150.5,T,28
2020-08-12 06:35:48.590114,150.5,T,28
2020-08-12 06:35:52.048378,150.4,T,29
2020-08-12 06:35:55.049211,150.3,T,2E
2020-08-12 06:35:58.050023,150.3,T,2E
2020-08-12 06:36:01.590984,150.5,T,28
2020-08-12 06:36:05.050663,150.4,T,29
2020-08-12 06:36:08.590387,150.4,T,29
2020-08-12 06:36:12.050073,150.2,T,2F
2020-08-12 06:36:15.050887,150.2,T,2F
2020-08-12 06:36:18.591845,150.4,T,29
2020-08-12 06:36:22.050265,150.8,T,25
2020-08-12 06:36:25.051072,150.4,T,29
2020-08-12 06:36:28.592026,150.5,T,28
2020-08-12 06:36:31.592843,150.3,T,2E
2020-08-12 06:36:35.051277,150.4,T,29
2020-08-12 06:36:38.052088,150.4,T,29
2020-08-12 06:36:41.593043,150.2,T,2F
2020-08-12 06:36:44.593874,150.0,T,2D
2020-08-12 06:36:48.052293,150.2,T,2F
2020-08-12 06:36:51.053107,149.9,T,2C
2020-08-12 06:36:54.594079,150.3,T,2E
2020-08-12 06:36:58.052500,150.7,T,2A
2020-08-12 06:37:01.053321,150.2,T,2F
2020-08-12 06:37:04.594282,150.6,T,2B
2020-08-12 06:37:08.053946,150.2,T,2F
2020-08-12 06:37:11.054757,150.1,T,2C
2020-08-12 06:37:14.595730,150.0,T,2D
2020-08-12 06:37:18.054156,149.6,T,23
2020-08-12 06:37:21.054966,150.7,T,2A
2020-08-12 06:37:24.595920,150.3,T,2E
2020-08-12 06:37:28.055604,150.2,T,2F
2020-08-12 06:37:31.596571,150.4,T,29
2020-08-12 06:37:35.055007,150.4,T,29
2020-08-12 06:37:38.055797,150.4,T,29
2020-08-12 06:37:41.596750,150.2,T,2F
2020-08-12 06:37:45.056450,150.1,T,2C
2020-08-12 06:37:48.057262,150.0,T,2D
2020-08-12 06:37:51.596985,150.1,T,2C
2020-08-12 06:37:54.597798,150.2,T,2F
2020-08-12 06:37:58.057477,150.5,T,28
2020-08-12 06:38:01.598423,150.1,T,2C
2020-08-12 06:38:05.058110,149.8,T,2D
2020-08-12 06:38:08.599065,150.3,T,2E
2020-08-12 06:38:12.058749,150.3,T,2E
2020-08-12 06:38:15.599704,150.5,T,28
2020-08-12 06:38:19.058129,150.8,T,25
2020-08-12 06:38:22.058961,150.3,T,2E
2020-08-12 06:38:25.599915,150.6,T,2B
2020-08-12 06:38:29.059586,150.3,T,2E
2020-08-12 06:38:32.600550,150.4,T,29
2020-08-12 06:38:36.059001,150.2,T,2F
2020-08-12 06:38:39.059808,150.6,T,2B
2020-08-12 06:38:42.060630,149.9,T,2C
2020-08-12 06:38:45.600317,150.4,T,29
2020-08-12 06:38:48.601126,150.1,T,2C
2020-08-12 06:38:51.601948,150.3,T,2E
2020-08-12 06:38:55.060379,150.5,T,28
2020-08-12 06:38:58.061174,150.3,T,2E
2020-08-12 06:39:01.602165,150.5,T,28
2020-08-12 06:39:05.061890,150.7,T,2A
2020-08-12 06:39:08.603609,150.4,T,29
2020-08-12 06:39:12.061380,150.3,T,2E
2020-08-12 06:39:15.062254,150.5,T,28
2020-08-12 06:39:18.603152,150.2,T,2F
2020-08-12 06:39:22.062934,150.3,T,2E
2020-08-12 06:39:25.603895,150.5,T,28
2020-08-12 06:39:29.063481,149.9,T,2C
2020-08-12 06:39:32.603187,149.9,T,2C
2020-08-12 06:39:36.064123,150.2,T,2F
2020-08-12 06:39:39.603828,150.1,T,2C
2020-08-12 06:39:42.608392,150.4,T,29
2020-08-12 06:39:46.055552,150.1,T,2C
2020-08-12 06:39:49.060147,149.9,T,2C
2020-08-12 06:39:52.601102,150.4,T,29
2020-08-12 06:39:56.055768,150.6,T,2B
2020-08-12 06:39:59.596740,150.3,T,2E
2020-08-12 06:40:03.061422,150.3,T,2E
2020-08-12 06:40:06.064743,150.2,T,2F
2020-08-12 06:40:09.605691,150.4,T,29
2020-08-12 06:40:13.066634,150.6,T,2B
2020-08-12 06:40:16.606334,150.1,T,2C
2020-08-12 06:40:20.062273,150.0,T,2D
2020-08-12 06:40:23.603206,150.6,T,2B
2020-08-12 06:40:27.062919,150.2,T,2F
2020-08-12 06:40:30.603878,150.4,T,29
2020-08-12 06:40:34.063548,150.0,T,2D
2020-08-12 06:40:37.603266,150.3,T,2E
2020-08-12 06:40:40.604100,150.1,T,2C
2020-08-12 06:40:44.063758,150.4,T,29
2020-08-12 06:40:47.604710,150.8,T,25
2020-08-12 06:40:51.064372,150.4,T,29
2020-08-12 06:40:54.605357,150.4,T,29
2020-08-12 06:40:58.065097,150.1,T,2C
2020-08-12 06:41:01.606065,150.3,T,2E
2020-08-12 06:41:05.064401,150.2,T,2F
2020-08-12 06:41:08.065249,150.2,T,2F
2020-08-12 06:41:11.606207,150.5,T,28
2020-08-12 06:41:15.065326,150.5,T,28
2020-08-12 06:41:18.607469,150.4,T,29
2020-08-12 06:41:22.067074,150.2,T,2F
2020-08-12 06:41:25.606908,150.4,T,29
2020-08-12 06:41:29.066522,150.3,T,2E
2020-08-12 06:41:32.607491,150.4,T,29
2020-08-12 06:41:36.067063,150.4,T,29
2020-08-12 06:41:39.608035,150.4,T,29
2020-08-12 06:41:43.067705,150.3,T,2E
2020-08-12 06:41:46.608721,150.2,T,2F
2020-08-12 06:41:50.068355,150.7,T,2A
2020-08-12 06:41:53.609371,150.5,T,28
2020-08-12 06:41:57.068954,150.5,T,28
2020-08-12 06:42:00.609297,150.3,T,2E
2020-08-12 06:42:04.068364,150.2,T,2F
2020-08-12 06:42:07.069161,150.4,T,29
2020-08-12 06:42:10.069986,150.3,T,2E
2020-08-12 06:42:13.610927,150.5,T,28
2020-08-12 06:42:17.069612,150.2,T,2F
2020-08-12 06:42:20.605551,150.4,T,29
2020-08-12 06:42:24.065249,149.9,T,2C
2020-08-12 06:42:27.606199,150.5,T,28
2020-08-12 06:42:30.612024,150.1,T,2C
2020-08-12 06:42:34.070465,150.2,T,2F
2020-08-12 06:42:37.071261,150.2,T,2F
2020-08-12 06:42:40.612229,149.8,T,2D
2020-08-12 06:42:43.613041,150.2,T,2F
2020-08-12 06:42:47.071476,150.6,T,2B
2020-08-12 06:42:50.072291,150.4,T,29
2020-08-12 06:42:53.613246,150.4,T,29
2020-08-12 06:42:57.072910,150.3,T,2E
2020-08-12 06:43:00.613881,150.4,T,29
2020-08-12 06:43:04.072688,150.2,T,2F
2020-08-12 06:43:07.613654,150.5,T,28
2020-08-12 06:43:11.073348,150.5,T,28
2020-08-12 06:43:14.614328,150.4,T,29
2020-08-12 06:43:18.073982,150.7,T,2A
2020-08-12 06:43:21.615437,150.6,T,2B
2020-08-12 06:43:24.619016,150.5,T,28
2020-08-12 06:43:28.073708,150.0,T,2D
2020-08-12 06:43:31.078879,150.5,T,28
2020-08-12 06:43:34.613847,150.8,T,25
2020-08-12 06:43:37.620005,150.3,T,2E
2020-08-12 06:43:41.078954,150.0,T,2D
2020-08-12 06:43:44.620263,150.4,T,29
2020-08-12 06:43:48.079996,150.4,T,29
2020-08-12 06:43:51.620923,150.4,T,29
2020-08-12 06:43:55.080609,150.4,T,29
2020-08-12 06:43:58.621550,150.6,T,2B
2020-08-12 06:44:01.622409,150.4,T,29
2020-08-12 06:44:05.080793,150.2,T,2F
2020-08-12 06:44:08.081617,150.0,T,2D
2020-08-12 06:44:11.621334,150.3,T,2E
2020-08-12 06:44:14.622128,150.3,T,2E
2020-08-12 06:44:17.622933,150.3,T,2E
2020-08-12 06:44:21.081394,150.6,T,2B
2020-08-12 06:44:24.082206,150.5,T,28
2020-08-12 06:44:27.083000,150.2,T,2F
2020-08-12 06:44:30.622703,150.4,T,29
2020-08-12 06:44:34.082388,150.2,T,2F
2020-08-12 06:44:37.083202,150.4,T,29
2020-08-12 06:44:40.084011,150.4,T,29
2020-08-12 06:44:43.624968,150.0,T,2D
2020-08-12 06:44:47.083425,149.6,T,23
2020-08-12 06:44:50.084216,150.2,T,2F
2020-08-12 06:44:53.625174,150.4,T,29
2020-08-12 06:44:57.083630,150.3,T,2E
2020-08-12 06:45:00.084423,150.5,T,28
2020-08-12 06:45:03.085261,150.6,T,2B
2020-08-12 06:45:06.626233,150.7,T,2A
2020-08-12 06:45:10.084637,150.0,T,2D
2020-08-12 06:45:13.085437,150.1,T,2C
2020-08-12 06:45:16.626412,150.5,T,28
2020-08-12 06:45:20.086072,150.2,T,2F
2020-08-12 06:45:23.627049,150.0,T,2D
2020-08-12 06:45:27.086711,150.4,T,29
2020-08-12 06:45:30.627694,150.5,T,28
2020-08-12 06:45:34.086125,150.2,T,2F
